point,coordinates,hour,count
P291,"-0.23543,-78.48806",6,1
P291,"-0.23543,-78.48806",8,3
P291,"-0.23543,-78.48806",9,1
P291,"-0.23543,-78.48806",14,1
P291,"-0.23543,-78.48806",18,1
P291,"-0.23543,-78.48806",19,1
P291,"-0.23543,-78.48806",20,1
P291,"-0.23543,-78.48806",22,1
P292,"-0.2329492,-78.4888012",5,1
P292,"-0.2329492,-78.4888012",7,2
P292,"-0.2329492,-78.4888012",8,1
P292,"-0.2329492,-78.4888012",9,1
P292,"-0.2329492,-78.4888012",10,1
P292,"-0.2329492,-78.4888012",13,1
P292,"-0.2329492,-78.4888012",15,1
P292,"-0.2329492,-78.4888012",21,1
P292,"-0.2329492,-78.4888012",22,1
P293,"-0.2324,-78.48933",0,1
P293,"-0.2324,-78.48933",1,3
P293,"-0.2324,-78.48933",2,1
P293,"-0.2324,-78.48933",4,1
P293,"-0.2324,-78.48933",5,2
P293,"-0.2324,-78.48933",6,1
P293,"-0.2324,-78.48933",7,1
P293,"-0.2324,-78.48933",8,1
P293,"-0.2324,-78.48933",9,1
P293,"-0.2324,-78.48933",10,1
P293,"-0.2324,-78.48933",11,2
P293,"-0.2324,-78.48933",12,2
P293,"-0.2324,-78.48933",13,1
P293,"-0.2324,-78.48933",15,1
P293,"-0.2324,-78.48933",16,1
P293,"-0.2324,-78.48933",17,2
P293,"-0.2324,-78.48933",19,1
P293,"-0.2324,-78.48933",20,1
P293,"-0.2324,-78.48933",21,2
P293,"-0.2324,-78.48933",22,1
P294,"-0.23135,-78.4915832",0,2
P294,"-0.23135,-78.4915832",1,2
P294,"-0.23135,-78.4915832",2,1
P294,"-0.23135,-78.4915832",5,3
P294,"-0.23135,-78.4915832",6,1
P294,"-0.23135,-78.4915832",7,1
P294,"-0.23135,-78.4915832",8,1
P294,"-0.23135,-78.4915832",9,3
P294,"-0.23135,-78.4915832",10,2
P294,"-0.23135,-78.4915832",11,1
P294,"-0.23135,-78.4915832",12,2
P294,"-0.23135,-78.4915832",13,1
P294,"-0.23135,-78.4915832",15,2
P294,"-0.23135,-78.4915832",16,1
P294,"-0.23135,-78.4915832",17,1
P294,"-0.23135,-78.4915832",19,2
P294,"-0.23135,-78.4915832",20,2
P294,"-0.23135,-78.4915832",21,1
P294,"-0.23135,-78.4915832",23,2
P295,"-0.23166,-78.49277",0,3
P295,"-0.23166,-78.49277",1,2
P295,"-0.23166,-78.49277",2,3
P295,"-0.23166,-78.49277",5,1
P295,"-0.23166,-78.49277",6,3
P295,"-0.23166,-78.49277",7,4
P295,"-0.23166,-78.49277",8,2
P295,"-0.23166,-78.49277",9,3
P295,"-0.23166,-78.49277",10,3
P295,"-0.23166,-78.49277",11,1
P295,"-0.23166,-78.49277",12,2
P295,"-0.23166,-78.49277",13,2
P295,"-0.23166,-78.49277",14,3
P295,"-0.23166,-78.49277",15,6
P295,"-0.23166,-78.49277",16,2
P295,"-0.23166,-78.49277",17,2
P295,"-0.23166,-78.49277",18,1
P295,"-0.23166,-78.49277",19,2
P295,"-0.23166,-78.49277",20,2
P295,"-0.23166,-78.49277",21,1
P295,"-0.23166,-78.49277",22,3
P295,"-0.23166,-78.49277",23,2
P296,"-0.2337257,-78.4929618",0,1
P296,"-0.2337257,-78.4929618",1,2
P296,"-0.2337257,-78.4929618",2,2
P296,"-0.2337257,-78.4929618",6,2
P296,"-0.2337257,-78.4929618",7,4
P296,"-0.2337257,-78.4929618",8,3
P296,"-0.2337257,-78.4929618",9,1
P296,"-0.2337257,-78.4929618",10,2
P296,"-0.2337257,-78.4929618",11,1
P296,"-0.2337257,-78.4929618",12,1
P296,"-0.2337257,-78.4929618",13,1
P296,"-0.2337257,-78.4929618",14,3
P296,"-0.2337257,-78.4929618",15,4
P296,"-0.2337257,-78.4929618",16,1
P296,"-0.2337257,-78.4929618",17,2
P296,"-0.2337257,-78.4929618",18,2
P296,"-0.2337257,-78.4929618",22,3
P297,"-0.2344355,-78.491609",0,1
P297,"-0.2344355,-78.491609",1,3
P297,"-0.2344355,-78.491609",2,2
P297,"-0.2344355,-78.491609",3,1
P297,"-0.2344355,-78.491609",4,1
P297,"-0.2344355,-78.491609",6,1
P297,"-0.2344355,-78.491609",7,3
P297,"-0.2344355,-78.491609",8,1
P297,"-0.2344355,-78.491609",10,2
P297,"-0.2344355,-78.491609",11,3
P297,"-0.2344355,-78.491609",12,1
P297,"-0.2344355,-78.491609",13,2
P297,"-0.2344355,-78.491609",16,1
P297,"-0.2344355,-78.491609",17,2
P297,"-0.2344355,-78.491609",18,1
P297,"-0.2344355,-78.491609",19,1
P297,"-0.2344355,-78.491609",20,1
P297,"-0.2344355,-78.491609",21,1
P297,"-0.2344355,-78.491609",22,1
P298,"-0.23583,-78.48999",2,1
P298,"-0.23583,-78.48999",3,1
P298,"-0.23583,-78.48999",7,2
P298,"-0.23583,-78.48999",8,1
P298,"-0.23583,-78.48999",10,1
P298,"-0.23583,-78.48999",11,1
P298,"-0.23583,-78.48999",13,1
P298,"-0.23583,-78.48999",15,1
P298,"-0.23583,-78.48999",17,1
P298,"-0.23583,-78.48999",18,1
P298,"-0.23583,-78.48999",22,1
P299,"-0.23721,-78.4901",2,3
P299,"-0.23721,-78.4901",4,2
P299,"-0.23721,-78.4901",5,1
P299,"-0.23721,-78.4901",8,2
P299,"-0.23721,-78.4901",11,1
P299,"-0.23721,-78.4901",12,1
P299,"-0.23721,-78.4901",14,2
P299,"-0.23721,-78.4901",15,2
P299,"-0.23721,-78.4901",17,3
P299,"-0.23721,-78.4901",18,1
P299,"-0.23721,-78.4901",22,1
P299,"-0.23721,-78.4901",23,1
P300,"-0.23819,-78.49103",0,1
P300,"-0.23819,-78.49103",2,3
P300,"-0.23819,-78.49103",4,3
P300,"-0.23819,-78.49103",5,2
P300,"-0.23819,-78.49103",8,1
P300,"-0.23819,-78.49103",11,1
P300,"-0.23819,-78.49103",12,2
P300,"-0.23819,-78.49103",14,2
P300,"-0.23819,-78.49103",15,1
P300,"-0.23819,-78.49103",16,1
P300,"-0.23819,-78.49103",17,2
P300,"-0.23819,-78.49103",22,1
P300,"-0.23819,-78.49103",23,1
P301,"-0.239185,-78.4925007",0,1
P301,"-0.239185,-78.4925007",1,1
P301,"-0.239185,-78.4925007",2,3
P301,"-0.239185,-78.4925007",3,1
P301,"-0.239185,-78.4925007",4,2
P301,"-0.239185,-78.4925007",5,1
P301,"-0.239185,-78.4925007",6,4
P301,"-0.239185,-78.4925007",7,3
P301,"-0.239185,-78.4925007",8,1
P301,"-0.239185,-78.4925007",11,1
P301,"-0.239185,-78.4925007",12,1
P301,"-0.239185,-78.4925007",14,1
P301,"-0.239185,-78.4925007",16,1
P301,"-0.239185,-78.4925007",17,1
P301,"-0.239185,-78.4925007",19,1
P301,"-0.239185,-78.4925007",20,3
P301,"-0.239185,-78.4925007",22,1
P301,"-0.239185,-78.4925007",23,2
P302,"-0.23962,-78.49314",0,1
P302,"-0.23962,-78.49314",1,1
P302,"-0.23962,-78.49314",2,1
P302,"-0.23962,-78.49314",3,1
P302,"-0.23962,-78.49314",4,2
P302,"-0.23962,-78.49314",6,4
P302,"-0.23962,-78.49314",7,3
P302,"-0.23962,-78.49314",8,1
P302,"-0.23962,-78.49314",12,1
P302,"-0.23962,-78.49314",14,1
P302,"-0.23962,-78.49314",16,1
P302,"-0.23962,-78.49314",19,1
P302,"-0.23962,-78.49314",20,3
P302,"-0.23962,-78.49314",22,2
P302,"-0.23962,-78.49314",23,3
P303,"-0.2406328,-78.4943351",3,1
P303,"-0.2406328,-78.4943351",4,2
P303,"-0.2406328,-78.4943351",6,2
P303,"-0.2406328,-78.4943351",7,2
P303,"-0.2406328,-78.4943351",8,1
P303,"-0.2406328,-78.4943351",13,1
P303,"-0.2406328,-78.4943351",14,1
P303,"-0.2406328,-78.4943351",16,1
P303,"-0.2406328,-78.4943351",18,2
P303,"-0.2406328,-78.4943351",19,1
P303,"-0.2406328,-78.4943351",20,2
P303,"-0.2406328,-78.4943351",22,2
P303,"-0.2406328,-78.4943351",23,3
P304,"-0.24182,-78.49526",4,1
P304,"-0.24182,-78.49526",6,1
P304,"-0.24182,-78.49526",13,2
P304,"-0.24182,-78.49526",16,1
P304,"-0.24182,-78.49526",17,1
P304,"-0.24182,-78.49526",18,3
P304,"-0.24182,-78.49526",23,1
P305,"-0.2422994,-78.4959217",0,3
P305,"-0.2422994,-78.4959217",1,5
P305,"-0.2422994,-78.4959217",2,4
P305,"-0.2422994,-78.4959217",3,4
P305,"-0.2422994,-78.4959217",4,4
P305,"-0.2422994,-78.4959217",5,9
P305,"-0.2422994,-78.4959217",6,10
P305,"-0.2422994,-78.4959217",7,2
P305,"-0.2422994,-78.4959217",8,5
P305,"-0.2422994,-78.4959217",9,5
P305,"-0.2422994,-78.4959217",10,3
P305,"-0.2422994,-78.4959217",11,5
P305,"-0.2422994,-78.4959217",12,3
P305,"-0.2422994,-78.4959217",13,4
P305,"-0.2422994,-78.4959217",14,4
P305,"-0.2422994,-78.4959217",15,4
P305,"-0.2422994,-78.4959217",16,4
P305,"-0.2422994,-78.4959217",17,6
P305,"-0.2422994,-78.4959217",18,9
P305,"-0.2422994,-78.4959217",19,7
P305,"-0.2422994,-78.4959217",20,6
P305,"-0.2422994,-78.4959217",21,4
P305,"-0.2422994,-78.4959217",22,7
P305,"-0.2422994,-78.4959217",23,10
P306,"-0.24245,-78.4979",0,3
P306,"-0.24245,-78.4979",1,5
P306,"-0.24245,-78.4979",2,4
P306,"-0.24245,-78.4979",3,4
P306,"-0.24245,-78.4979",4,4
P306,"-0.24245,-78.4979",5,13
P306,"-0.24245,-78.4979",6,10
P306,"-0.24245,-78.4979",7,3
P306,"-0.24245,-78.4979",8,5
P306,"-0.24245,-78.4979",9,5
P306,"-0.24245,-78.4979",10,3
P306,"-0.24245,-78.4979",11,6
P306,"-0.24245,-78.4979",12,3
P306,"-0.24245,-78.4979",13,3
P306,"-0.24245,-78.4979",14,4
P306,"-0.24245,-78.4979",15,4
P306,"-0.24245,-78.4979",16,4
P306,"-0.24245,-78.4979",17,6
P306,"-0.24245,-78.4979",18,8
P306,"-0.24245,-78.4979",19,10
P306,"-0.24245,-78.4979",20,6
P306,"-0.24245,-78.4979",21,4
P306,"-0.24245,-78.4979",22,7
P306,"-0.24245,-78.4979",23,10
P307,"-0.24285,-78.49992",3,1
P307,"-0.24285,-78.49992",4,1
P307,"-0.24285,-78.49992",5,1
P307,"-0.24285,-78.49992",6,2
P307,"-0.24285,-78.49992",7,1
P307,"-0.24285,-78.49992",10,1
P307,"-0.24285,-78.49992",13,1
P307,"-0.24285,-78.49992",16,1
P307,"-0.24285,-78.49992",18,2
P307,"-0.24285,-78.49992",19,1
P307,"-0.24285,-78.49992",20,1
P307,"-0.24285,-78.49992",21,1
P307,"-0.24285,-78.49992",23,1
P308,"-0.244626,-78.5009492",0,1
P308,"-0.244626,-78.5009492",2,2
P308,"-0.244626,-78.5009492",3,1
P308,"-0.244626,-78.5009492",4,1
P308,"-0.244626,-78.5009492",5,1
P308,"-0.244626,-78.5009492",6,2
P308,"-0.244626,-78.5009492",7,2
P308,"-0.244626,-78.5009492",8,1
P308,"-0.244626,-78.5009492",9,1
P308,"-0.244626,-78.5009492",10,1
P308,"-0.244626,-78.5009492",11,1
P308,"-0.244626,-78.5009492",13,3
P308,"-0.244626,-78.5009492",16,1
P308,"-0.244626,-78.5009492",18,6
P308,"-0.244626,-78.5009492",19,4
P308,"-0.244626,-78.5009492",20,4
P308,"-0.244626,-78.5009492",21,3
P308,"-0.244626,-78.5009492",23,1
P309,"-0.24559,-78.50116",0,1
P309,"-0.24559,-78.50116",2,2
P309,"-0.24559,-78.50116",4,1
P309,"-0.24559,-78.50116",5,1
P309,"-0.24559,-78.50116",6,2
P309,"-0.24559,-78.50116",7,2
P309,"-0.24559,-78.50116",11,1
P309,"-0.24559,-78.50116",13,3
P309,"-0.24559,-78.50116",16,1
P309,"-0.24559,-78.50116",18,5
P309,"-0.24559,-78.50116",19,2
P309,"-0.24559,-78.50116",20,2
P309,"-0.24559,-78.50116",21,3
P309,"-0.24559,-78.50116",23,1
P310,"-0.2468651,-78.501434",2,1
P310,"-0.2468651,-78.501434",4,1
P310,"-0.2468651,-78.501434",5,1
P310,"-0.2468651,-78.501434",7,1
P310,"-0.2468651,-78.501434",13,1
P310,"-0.2468651,-78.501434",16,1
P310,"-0.2468651,-78.501434",18,1
P310,"-0.2468651,-78.501434",19,1
P310,"-0.2468651,-78.501434",21,1
P311,"-0.24834,-78.50188",11,1
P311,"-0.24834,-78.50188",16,1
P311,"-0.24834,-78.50188",17,2
P311,"-0.24834,-78.50188",19,1
P311,"-0.24834,-78.50188",22,1
P312,"-0.24954,-78.50271",0,1
P312,"-0.24954,-78.50271",1,2
P312,"-0.24954,-78.50271",2,2
P312,"-0.24954,-78.50271",4,1
P312,"-0.24954,-78.50271",5,1
P312,"-0.24954,-78.50271",7,1
P312,"-0.24954,-78.50271",11,1
P312,"-0.24954,-78.50271",12,1
P312,"-0.24954,-78.50271",13,2
P312,"-0.24954,-78.50271",14,1
P312,"-0.24954,-78.50271",15,2
P312,"-0.24954,-78.50271",17,4
P312,"-0.24954,-78.50271",18,1
P312,"-0.24954,-78.50271",21,1
P312,"-0.24954,-78.50271",22,1
P313,"-0.2500688,-78.5030928",0,1
P313,"-0.2500688,-78.5030928",1,2
P313,"-0.2500688,-78.5030928",2,3
P313,"-0.2500688,-78.5030928",4,1
P313,"-0.2500688,-78.5030928",5,1
P313,"-0.2500688,-78.5030928",7,2
P313,"-0.2500688,-78.5030928",11,1
P313,"-0.2500688,-78.5030928",12,1
P313,"-0.2500688,-78.5030928",13,2
P313,"-0.2500688,-78.5030928",14,1
P313,"-0.2500688,-78.5030928",15,2
P313,"-0.2500688,-78.5030928",17,4
P313,"-0.2500688,-78.5030928",18,2
P313,"-0.2500688,-78.5030928",19,1
P313,"-0.2500688,-78.5030928",21,1
P313,"-0.2500688,-78.5030928",22,1
P314,"-0.25094,-78.50368",0,1
P314,"-0.25094,-78.50368",1,2
P314,"-0.25094,-78.50368",2,3
P314,"-0.25094,-78.50368",4,1
P314,"-0.25094,-78.50368",5,1
P314,"-0.25094,-78.50368",7,2
P314,"-0.25094,-78.50368",11,1
P314,"-0.25094,-78.50368",12,1
P314,"-0.25094,-78.50368",13,2
P314,"-0.25094,-78.50368",14,1
P314,"-0.25094,-78.50368",15,3
P314,"-0.25094,-78.50368",17,3
P314,"-0.25094,-78.50368",18,2
P314,"-0.25094,-78.50368",19,2
P314,"-0.25094,-78.50368",21,2
P314,"-0.25094,-78.50368",22,1
P315,"-0.25364,-78.50417",0,1
P315,"-0.25364,-78.50417",1,3
P315,"-0.25364,-78.50417",2,3
P315,"-0.25364,-78.50417",4,5
P315,"-0.25364,-78.50417",5,7
P315,"-0.25364,-78.50417",6,8
P315,"-0.25364,-78.50417",7,3
P315,"-0.25364,-78.50417",8,5
P315,"-0.25364,-78.50417",9,2
P315,"-0.25364,-78.50417",10,3
P315,"-0.25364,-78.50417",11,2
P315,"-0.25364,-78.50417",12,2
P315,"-0.25364,-78.50417",14,8
P315,"-0.25364,-78.50417",15,3
P315,"-0.25364,-78.50417",16,2
P315,"-0.25364,-78.50417",17,3
P315,"-0.25364,-78.50417",18,4
P315,"-0.25364,-78.50417",19,5
P315,"-0.25364,-78.50417",20,8
P315,"-0.25364,-78.50417",21,5
P315,"-0.25364,-78.50417",22,1
P315,"-0.25364,-78.50417",23,3
P316,"-0.2554592,-78.5035077",0,1
P316,"-0.2554592,-78.5035077",1,3
P316,"-0.2554592,-78.5035077",2,3
P316,"-0.2554592,-78.5035077",4,5
P316,"-0.2554592,-78.5035077",5,7
P316,"-0.2554592,-78.5035077",6,7
P316,"-0.2554592,-78.5035077",7,4
P316,"-0.2554592,-78.5035077",8,3
P316,"-0.2554592,-78.5035077",9,3
P316,"-0.2554592,-78.5035077",10,3
P316,"-0.2554592,-78.5035077",11,1
P316,"-0.2554592,-78.5035077",12,2
P316,"-0.2554592,-78.5035077",14,6
P316,"-0.2554592,-78.5035077",15,3
P316,"-0.2554592,-78.5035077",16,2
P316,"-0.2554592,-78.5035077",17,4
P316,"-0.2554592,-78.5035077",18,4
P316,"-0.2554592,-78.5035077",19,5
P316,"-0.2554592,-78.5035077",20,11
P316,"-0.2554592,-78.5035077",21,5
P316,"-0.2554592,-78.5035077",22,1
P316,"-0.2554592,-78.5035077",23,3
P317,"-0.25677,-78.50286",0,1
P317,"-0.25677,-78.50286",4,1
P317,"-0.25677,-78.50286",5,3
P317,"-0.25677,-78.50286",9,1
P317,"-0.25677,-78.50286",10,1
P317,"-0.25677,-78.50286",15,1
P317,"-0.25677,-78.50286",16,1
P317,"-0.25677,-78.50286",17,1
P317,"-0.25677,-78.50286",18,1
P317,"-0.25677,-78.50286",19,1
P317,"-0.25677,-78.50286",20,2
P317,"-0.25677,-78.50286",21,1
P317,"-0.25677,-78.50286",22,1
P318,"-0.2596128,-78.5031932",1,1
P318,"-0.2596128,-78.5031932",3,2
P318,"-0.2596128,-78.5031932",5,3
P318,"-0.2596128,-78.5031932",6,1
P318,"-0.2596128,-78.5031932",9,1
P318,"-0.2596128,-78.5031932",11,1
P318,"-0.2596128,-78.5031932",17,2
P318,"-0.2596128,-78.5031932",19,1
P318,"-0.2596128,-78.5031932",20,1
P318,"-0.2596128,-78.5031932",22,1
P318,"-0.2596128,-78.5031932",23,2
P319,"-0.26156,-78.5045",1,1
P319,"-0.26156,-78.5045",2,1
P319,"-0.26156,-78.5045",6,1
P319,"-0.26156,-78.5045",11,1
P319,"-0.26156,-78.5045",18,3
P319,"-0.26156,-78.5045",19,1
P319,"-0.26156,-78.5045",22,1
P319,"-0.26156,-78.5045",23,2
P320,"-0.2625245,-78.5051456",1,1
P320,"-0.2625245,-78.5051456",2,3
P320,"-0.2625245,-78.5051456",4,2
P320,"-0.2625245,-78.5051456",5,1
P320,"-0.2625245,-78.5051456",6,1
P320,"-0.2625245,-78.5051456",15,1
P320,"-0.2625245,-78.5051456",18,3
P320,"-0.2625245,-78.5051456",22,1
P320,"-0.2625245,-78.5051456",23,1
P321,"-0.26535,-78.50739",5,1
P321,"-0.26535,-78.50739",6,1
P321,"-0.26535,-78.50739",7,1
P321,"-0.26535,-78.50739",12,1
P321,"-0.26535,-78.50739",19,1
P321,"-0.26535,-78.50739",20,1
P322,"-0.2674116,-78.5075346",0,1
P322,"-0.2674116,-78.5075346",5,2
P322,"-0.2674116,-78.5075346",6,1
P322,"-0.2674116,-78.5075346",7,1
P322,"-0.2674116,-78.5075346",9,1
P322,"-0.2674116,-78.5075346",12,1
P322,"-0.2674116,-78.5075346",14,1
P322,"-0.2674116,-78.5075346",19,1
P322,"-0.2674116,-78.5075346",23,1
P323,"-0.2691022,-78.5076834",3,3
P323,"-0.2691022,-78.5076834",6,1
P323,"-0.2691022,-78.5076834",8,1
P323,"-0.2691022,-78.5076834",14,1
P323,"-0.2691022,-78.5076834",16,1
P324,"-0.27021,-78.50796",3,3
P324,"-0.27021,-78.50796",6,1
P324,"-0.27021,-78.50796",8,1
P324,"-0.27021,-78.50796",16,1
P324,"-0.27021,-78.50796",20,1
P325,"-0.2717,-78.50844",0,1
P325,"-0.2717,-78.50844",2,2
P325,"-0.2717,-78.50844",3,1
P325,"-0.2717,-78.50844",10,1
P325,"-0.2717,-78.50844",11,1
P325,"-0.2717,-78.50844",12,1
P325,"-0.2717,-78.50844",13,1
P325,"-0.2717,-78.50844",16,1
P325,"-0.2717,-78.50844",20,1
P325,"-0.2717,-78.50844",22,1
P326,"-0.2729767,-78.5094721",0,3
P326,"-0.2729767,-78.5094721",1,4
P326,"-0.2729767,-78.5094721",2,6
P326,"-0.2729767,-78.5094721",3,4
P326,"-0.2729767,-78.5094721",4,1
P326,"-0.2729767,-78.5094721",5,1
P326,"-0.2729767,-78.5094721",6,1
P326,"-0.2729767,-78.5094721",7,2
P326,"-0.2729767,-78.5094721",8,1
P326,"-0.2729767,-78.5094721",10,2
P326,"-0.2729767,-78.5094721",11,3
P326,"-0.2729767,-78.5094721",12,4
P326,"-0.2729767,-78.5094721",13,4
P326,"-0.2729767,-78.5094721",14,2
P326,"-0.2729767,-78.5094721",15,1
P326,"-0.2729767,-78.5094721",16,1
P326,"-0.2729767,-78.5094721",17,2
P326,"-0.2729767,-78.5094721",18,1
P326,"-0.2729767,-78.5094721",20,3
P326,"-0.2729767,-78.5094721",21,1
P326,"-0.2729767,-78.5094721",22,3
P326,"-0.2729767,-78.5094721",23,1
P327,"-0.27404,-78.51047",0,2
P327,"-0.27404,-78.51047",1,4
P327,"-0.27404,-78.51047",2,6
P327,"-0.27404,-78.51047",3,5
P327,"-0.27404,-78.51047",4,1
P327,"-0.27404,-78.51047",5,2
P327,"-0.27404,-78.51047",6,1
P327,"-0.27404,-78.51047",7,3
P327,"-0.27404,-78.51047",8,1
P327,"-0.27404,-78.51047",10,2
P327,"-0.27404,-78.51047",11,3
P327,"-0.27404,-78.51047",12,3
P327,"-0.27404,-78.51047",13,4
P327,"-0.27404,-78.51047",14,2
P327,"-0.27404,-78.51047",15,1
P327,"-0.27404,-78.51047",16,2
P327,"-0.27404,-78.51047",17,2
P327,"-0.27404,-78.51047",18,1
P327,"-0.27404,-78.51047",19,1
P327,"-0.27404,-78.51047",20,4
P327,"-0.27404,-78.51047",21,1
P327,"-0.27404,-78.51047",22,4
P327,"-0.27404,-78.51047",23,2
P328,"-0.276294,-78.5124713",1,1
P328,"-0.276294,-78.5124713",5,2
P328,"-0.276294,-78.5124713",7,1
P328,"-0.276294,-78.5124713",8,1
P328,"-0.276294,-78.5124713",13,2
P328,"-0.276294,-78.5124713",19,2
P328,"-0.276294,-78.5124713",20,2
P328,"-0.276294,-78.5124713",23,1
P329,"-0.27853,-78.51451",1,2
P329,"-0.27853,-78.51451",4,2
P329,"-0.27853,-78.51451",6,1
P329,"-0.27853,-78.51451",7,1
P329,"-0.27853,-78.51451",8,1
P329,"-0.27853,-78.51451",10,1
P329,"-0.27853,-78.51451",17,1
P329,"-0.27853,-78.51451",20,2
P329,"-0.27853,-78.51451",23,2
P330,"-0.28104,-78.51655",0,2
P330,"-0.28104,-78.51655",1,2
P330,"-0.28104,-78.51655",2,1
P330,"-0.28104,-78.51655",3,1
P330,"-0.28104,-78.51655",4,2
P330,"-0.28104,-78.51655",5,3
P330,"-0.28104,-78.51655",6,2
P330,"-0.28104,-78.51655",7,5
P330,"-0.28104,-78.51655",8,3
P330,"-0.28104,-78.51655",9,3
P330,"-0.28104,-78.51655",10,3
P330,"-0.28104,-78.51655",11,2
P330,"-0.28104,-78.51655",14,1
P330,"-0.28104,-78.51655",15,3
P330,"-0.28104,-78.51655",16,2
P330,"-0.28104,-78.51655",17,1
P330,"-0.28104,-78.51655",18,2
P330,"-0.28104,-78.51655",19,1
P330,"-0.28104,-78.51655",20,3
P330,"-0.28104,-78.51655",21,2
P330,"-0.28104,-78.51655",22,2
P330,"-0.28104,-78.51655",23,1
P331,"-0.2828,-78.51739",0,4
P331,"-0.2828,-78.51739",1,1
P331,"-0.2828,-78.51739",2,1
P331,"-0.2828,-78.51739",4,1
P331,"-0.2828,-78.51739",5,1
P331,"-0.2828,-78.51739",6,1
P331,"-0.2828,-78.51739",7,1
P331,"-0.2828,-78.51739",8,1
P331,"-0.2828,-78.51739",9,1
P331,"-0.2828,-78.51739",11,1
P331,"-0.2828,-78.51739",12,1
P331,"-0.2828,-78.51739",15,2
P331,"-0.2828,-78.51739",16,1
P331,"-0.2828,-78.51739",17,2
P331,"-0.2828,-78.51739",18,1
P331,"-0.2828,-78.51739",19,2
P331,"-0.2828,-78.51739",20,1
P331,"-0.2828,-78.51739",22,1
P331,"-0.2828,-78.51739",23,2
P332,"-0.28423,-78.51812",0,6
P332,"-0.28423,-78.51812",1,4
P332,"-0.28423,-78.51812",2,2
P332,"-0.28423,-78.51812",3,2
P332,"-0.28423,-78.51812",4,2
P332,"-0.28423,-78.51812",5,1
P332,"-0.28423,-78.51812",6,5
P332,"-0.28423,-78.51812",7,7
P332,"-0.28423,-78.51812",8,4
P332,"-0.28423,-78.51812",10,6
P332,"-0.28423,-78.51812",11,2
P332,"-0.28423,-78.51812",12,1
P332,"-0.28423,-78.51812",13,2
P332,"-0.28423,-78.51812",14,1
P332,"-0.28423,-78.51812",15,1
P332,"-0.28423,-78.51812",16,1
P332,"-0.28423,-78.51812",17,2
P332,"-0.28423,-78.51812",18,4
P332,"-0.28423,-78.51812",19,4
P332,"-0.28423,-78.51812",20,2
P332,"-0.28423,-78.51812",21,5
P332,"-0.28423,-78.51812",22,2
P332,"-0.28423,-78.51812",23,2
P333,"-0.2849607,-78.518482",0,6
P333,"-0.2849607,-78.518482",1,4
P333,"-0.2849607,-78.518482",2,2
P333,"-0.2849607,-78.518482",3,2
P333,"-0.2849607,-78.518482",4,3
P333,"-0.2849607,-78.518482",5,2
P333,"-0.2849607,-78.518482",6,4
P333,"-0.2849607,-78.518482",7,6
P333,"-0.2849607,-78.518482",8,4
P333,"-0.2849607,-78.518482",10,6
P333,"-0.2849607,-78.518482",11,1
P333,"-0.2849607,-78.518482",12,1
P333,"-0.2849607,-78.518482",13,2
P333,"-0.2849607,-78.518482",14,1
P333,"-0.2849607,-78.518482",15,2
P333,"-0.2849607,-78.518482",16,1
P333,"-0.2849607,-78.518482",17,1
P333,"-0.2849607,-78.518482",18,3
P333,"-0.2849607,-78.518482",19,3
P333,"-0.2849607,-78.518482",20,2
P333,"-0.2849607,-78.518482",21,5
P333,"-0.2849607,-78.518482",22,2
P334,"-0.2862444,-78.5190788",0,2
P334,"-0.2862444,-78.5190788",1,1
P334,"-0.2862444,-78.5190788",3,2
P334,"-0.2862444,-78.5190788",4,1
P334,"-0.2862444,-78.5190788",5,1
P334,"-0.2862444,-78.5190788",7,3
P334,"-0.2862444,-78.5190788",8,1
P334,"-0.2862444,-78.5190788",11,1
P334,"-0.2862444,-78.5190788",12,1
P334,"-0.2862444,-78.5190788",13,3
P334,"-0.2862444,-78.5190788",15,2
P334,"-0.2862444,-78.5190788",17,2
P334,"-0.2862444,-78.5190788",19,1
P334,"-0.2862444,-78.5190788",20,1
P334,"-0.2862444,-78.5190788",21,1
P334,"-0.2862444,-78.5190788",22,2
P335,"-0.28832,-78.51983",0,2
P335,"-0.28832,-78.51983",1,1
P335,"-0.28832,-78.51983",3,2
P335,"-0.28832,-78.51983",4,1
P335,"-0.28832,-78.51983",6,2
P335,"-0.28832,-78.51983",7,3
P335,"-0.28832,-78.51983",9,1
P335,"-0.28832,-78.51983",11,2
P335,"-0.28832,-78.51983",12,1
P335,"-0.28832,-78.51983",13,1
P335,"-0.28832,-78.51983",15,2
P335,"-0.28832,-78.51983",17,2
P335,"-0.28832,-78.51983",18,1
P335,"-0.28832,-78.51983",19,1
P335,"-0.28832,-78.51983",21,1
P335,"-0.28832,-78.51983",22,5
P335,"-0.28832,-78.51983",23,3
P336,"-0.28904,-78.51979",0,2
P336,"-0.28904,-78.51979",3,3
P336,"-0.28904,-78.51979",4,2
P336,"-0.28904,-78.51979",6,2
P336,"-0.28904,-78.51979",7,3
P336,"-0.28904,-78.51979",9,1
P336,"-0.28904,-78.51979",11,1
P336,"-0.28904,-78.51979",15,1
P336,"-0.28904,-78.51979",17,1
P336,"-0.28904,-78.51979",18,1
P336,"-0.28904,-78.51979",19,1
P336,"-0.28904,-78.51979",20,1
P336,"-0.28904,-78.51979",21,2
P336,"-0.28904,-78.51979",22,4
P336,"-0.28904,-78.51979",23,3
P337,"-0.2904842,-78.5196733",0,1
P337,"-0.2904842,-78.5196733",2,1
P337,"-0.2904842,-78.5196733",3,2
