time,steering_angle,speed,rpm,acceleration,throttle_position,engine_temperature,system_voltage,barometric_pressure,distance_travelled,distance_travelled_total,id_vehicle,latitude,longitude,altitude,id_driver,heart_rate,stress,body_battery,current_weather,has_precipitation,is_day_time,temperature,real_feel_temperature,wind_speed,wind_direction,relative_humidity,visibility,uv_index,uv_index_text,cloud_cover,ceiling,pressure,precipitation,accidents_onsite
15:14:56,0.0,0.0,663.0,0.0,12.9411764705882,89.0,0.0,10.587754874511,0.0,0.0,1,-0.330874831415713,-78.4322913363576,0,2,,,,Mostly cloudy,False,True,24.6,21.9,29.9,0,59,16.1,2,Low,86,4389.0,1015.9,0.5,21.0
15:14:57,38.7,0.0,665.0,0.0,12.9411764705882,89.0,12.8,10.587754874511,0.0,2.14187908736111,1,-0.330874831415713,-78.4322913363576,0,2,,,,Mostly cloudy,False,True,24.6,21.9,29.9,0,59,16.1,2,Low,86,4389.0,1015.9,0.5,21.0
15:14:58,35.8,0.0,668.0,0.0,12.9411764705882,89.0,12.8,10.587754874511,0.0,2.14187908736111,1,-0.330874831415713,-78.4322913363576,0,2,,,,Mostly cloudy,False,True,24.6,21.9,29.9,0,59,16.1,2,Low,86,4389.0,1015.9,0.5,21.0
15:14:59,35.5,0.0,670.0,0.0,12.9411764705882,89.0,12.8,10.587754874511,0.0,2.14187908736111,1,-0.330874831415713,-78.4322913363576,0,2,,,,Mostly cloudy,False,True,24.6,21.9,29.9,0,59,16.1,2,Low,86,4389.0,1015.9,0.5,21.0
15:15:00,35.5,0.0,664.0,0.0,12.9411764705882,89.0,12.8,10.587754874511,0.0,2.14187908736111,1,-0.330874831415713,-78.4322913363576,0,2,,,,Mostly cloudy,False,True,24.6,21.9,29.9,0,59,16.1,2,Low,86,4389.0,1015.9,0.5,21.0
15:15:01,35.5,0.0,673.0,0.0,12.9411764705882,89.0,12.8,10.587754874511,0.0,2.14187908736111,1,-0.330874831415713,-78.4322913363576,0,2,,,,Mostly cloudy,False,True,24.6,21.9,29.9,0,59,16.1,2,Low,86,4389.0,1015.9,0.5,21.0
15:15:02,35.5,0.0,668.0,0.0,12.9411764705882,89.0,12.8,10.587754874511,0.0,2.14187908736111,1,-0.330874831415713,-78.4322913363576,0,2,,,,Mostly cloudy,False,True,24.6,21.9,29.9,0,59,16.1,2,Low,86,4389.0,1015.9,0.5,21.0
15:15:03,35.5,0.0,665.0,0.0,12.9411764705882,89.0,12.8,10.587754874511,0.0,2.14187908736111,1,-0.330864563584328,-78.4322995506227,0,2,,,,Mostly cloudy,False,True,24.6,21.9,29.9,0,59,16.1,2,Low,86,4389.0,1015.9,0.5,21.0
15:15:04,35.5,0.0,681.0,0.0,12.9411764705882,89.0,12.8,10.587754874511,0.0,2.14187908736111,1,-0.330844363197684,-78.4322939347476,0,2,66.0,,,Mostly cloudy,False,True,24.6,21.9,29.9,0,59,16.1,2,Low,86,4389.0,1015.9,0.5,21.0
15:15:05,35.5,0.0,672.0,0.0,12.9411764705882,89.0,12.8,10.587754874511,0.0,2.14187908736111,1,-0.330844363197684,-78.4322939347476,0,2,66.0,,,Mostly cloudy,False,True,24.6,21.9,29.9,0,59,16.1,2,Low,86,4389.0,1015.9,0.5,21.0
15:15:06,35.5,0.0,665.0,0.0,12.9411764705882,89.0,12.8,10.587754874511,0.0,2.14187908736111,1,-0.330863976851106,-78.4323279652745,0,2,66.0,,,Mostly cloudy,False,True,24.6,21.9,29.9,0,59,16.1,2,Low,86,4389.0,1015.9,0.5,21.0
15:15:07,35.5,0.0,669.0,0.0,12.9411764705882,89.0,12.8,10.587754874511,0.0,2.14187908736111,1,-0.330876340158284,-78.432347914204,0,2,66.0,,,Mostly cloudy,False,True,24.6,21.9,29.9,0,59,16.1,2,Low,86,4389.0,1015.9,0.5,21.0
15:15:08,35.5,0.0,672.0,0.0,12.9411764705882,89.0,12.8,10.587754874511,0.0,2.14187908736111,1,-0.330876340158284,-78.432347914204,0,2,66.0,,,Mostly cloudy,False,True,24.6,21.9,29.9,0,59,16.1,2,Low,86,4389.0,1015.9,0.5,21.0
15:15:09,35.5,0.0,670.0,0.0,12.9411764705882,89.0,12.8,10.587754874511,0.0,2.14187908736111,1,-0.330876340158284,-78.432347914204,0,2,66.0,,,Mostly cloudy,False,True,24.6,21.9,29.9,0,59,16.1,2,Low,86,4389.0,1015.9,0.5,21.0
15:15:10,35.5,0.0,669.0,0.0,12.9411764705882,89.0,12.8,10.587754874511,0.0,2.14187908736111,1,-0.330876340158284,-78.432347914204,0,2,69.0,,,Mostly cloudy,False,True,24.6,21.9,29.9,0,59,16.1,2,Low,86,4389.0,1015.9,0.5,21.0
15:15:11,35.5,0.0,668.0,0.0,12.9411764705882,89.0,12.8,10.587754874511,0.0,2.14187908736111,1,-0.330876340158284,-78.432347914204,0,2,69.0,,,Mostly cloudy,False,True,24.6,21.9,29.9,0,59,16.1,2,Low,86,4389.0,1015.9,0.5,21.0
15:15:12,35.7,0.0,671.0,0.0,12.9411764705882,89.0,12.8,10.587754874511,0.0,2.14187908736111,1,-0.330876340158284,-78.432347914204,0,2,69.0,,,Mostly cloudy,False,True,24.6,21.9,29.9,0,59,16.1,2,Low,86,4389.0,1015.9,0.5,21.0
15:15:13,35.9,0.0,670.0,0.0,12.9411764705882,89.0,12.8,10.587754874511,0.0,2.14187908736111,1,-0.330876340158284,-78.432347914204,0,2,69.0,,,Mostly cloudy,False,True,24.6,21.9,29.9,0,59,16.1,2,Low,86,4389.0,1015.9,0.5,21.0
15:15:14,38.6,0.0,677.0,0.0,12.9411764705882,89.0,12.7,10.587754874511,0.0,2.14187908736111,1,-0.330876340158284,-78.432347914204,0,2,72.0,,,Mostly cloudy,False,True,24.6,21.9,29.9,0,59,16.1,2,Low,86,4389.0,1015.9,0.5,21.0
15:15:15,55.5,0.0,945.0,0.0,21.5686274509804,89.0,12.8,10.587754874511,0.0,2.14187908736111,1,-0.330876340158284,-78.432347914204,0,2,72.0,,,Mostly cloudy,False,True,24.6,21.9,29.9,0,59,16.1,2,Low,86,4389.0,1015.9,0.5,21.0
15:15:16,64.4,0.0,1565.0,0.0,17.6470588235294,89.0,12.8,10.587754874511,0.0,2.14187908736111,1,-0.330876340158284,-78.432347914204,0,2,72.0,,,Mostly cloudy,False,True,24.6,21.9,29.9,0,59,16.1,2,Low,86,4389.0,1015.9,0.5,21.0
15:15:17,84.8,1.0,1449.0,0.169362463189238,16.078431372549,89.0,12.9,10.587754874511,0.0002861805833333,2.14216526794444,1,-0.330876340158284,-78.432347914204,0,2,72.0,,,Mostly cloudy,False,True,24.6,21.9,29.9,0,59,16.1,2,Low,86,4389.0,1015.9,0.5,21.0
15:15:18,84.8,1.0,915.0,0.199199936561991,15.2941176470588,89.0,12.8,10.587754874511,0.0004737224722222,2.14235280983333,1,-0.330876549705863,-78.4323461540043,0,2,72.0,,,Mostly cloudy,False,True,24.6,21.9,29.9,0,59,16.1,2,Low,86,4389.0,1015.9,0.5,21.0
15:15:19,77.4,0.0,844.0,0.0,15.2941176470588,89.0,12.8,10.587754874511,0.0004737224722222,2.14235280983333,1,-0.330882165580988,-78.4323430527002,0,2,75.0,,,Mostly cloudy,False,True,24.6,21.9,29.9,0,59,16.1,2,Low,86,4389.0,1015.9,0.5,21.0
15:15:20,39.5,1.0,855.0,0.206434706886291,14.1176470588235,89.0,12.8,10.587754874511,0.0005631831111111,2.14244227047222,1,-0.33088224940002,-78.4323463216424,0,2,76.0,,,Mostly cloudy,False,True,24.6,21.9,29.9,0,59,16.1,2,Low,86,4389.0,1015.9,0.5,21.0
15:15:21,39.3,0.0,958.0,0.0,16.078431372549,89.0,12.9,10.587754874511,0.0005631831111111,2.14244227047222,1,-0.330887068994343,-78.4323464054614,0,2,76.0,,,Mostly cloudy,False,True,24.6,21.9,29.9,0,59,16.1,2,Low,86,4389.0,1015.9,0.5,21.0
15:15:22,33.2,0.0,660.0,0.0,21.5686274509804,89.0,12.8,10.587754874511,0.0005631831111111,2.14244227047222,1,-0.330887068994343,-78.4323464054614,0,2,76.0,,,Mostly cloudy,False,True,24.6,21.9,29.9,0,59,16.1,2,Low,86,4389.0,1015.9,0.5,21.0
15:15:23,68.3,1.0,1593.0,0.215764695584539,32.5490196078431,89.0,12.8,10.587754874511,0.0007505370555555,2.14262962441667,1,-0.330887068994343,-78.4323464054614,0,2,76.0,,,Mostly cloudy,False,True,24.6,21.9,29.9,0,59,16.1,2,Low,86,4389.0,1015.9,0.5,21.0
15:15:24,119.7,6.0,1789.0,1.22668486085652,34.5098039215686,89.0,12.8,10.587754874511,0.0016026594722222,2.14348174683333,1,-0.330885518342257,-78.432342717424,0,2,76.0,,,Mostly cloudy,False,True,24.6,21.9,29.9,0,59,16.1,2,Low,86,4389.0,1015.9,0.5,21.0
