time,steering_angle,speed,rpm,acceleration,throttle_position,engine_temperature,system_voltage,barometric_pressure,distance_travelled,distance_travelled_total,id_vehicle,latitude,longitude,altitude,id_driver,heart_rate,stress,body_battery,current_weather,has_precipitation,is_day_time,temperature,real_feel_temperature,wind_speed,wind_direction,relative_humidity,visibility,uv_index,uv_index_text,cloud_cover,ceiling,pressure,precipitation,accidents_onsite
11:23:01,0,0,659,0,12.94117647,91,0,10.73279261,0,0,1,-0.31826321,-78.45957535,0,2,,,,Mostly cloudy,False,True,19,21.8,14.2,180,69,16.1,6,High,76,7925,1012.9,0,8
11:23:02,32.5,0,668,0,12.94117647,91,12.7,10.73279261,0,2.141879087,1,-0.31826321,-78.45957535,0,2,,,,Mostly cloudy,False,True,19,21.8,14.2,180,69,16.1,6,High,76,7925,1012.9,0,8
11:23:03,32.5,0,666,0,12.94117647,91,12.8,10.73279261,0,2.141879087,1,-0.31826321,-78.45957535,0,2,,,,Mostly cloudy,False,True,19,21.8,14.2,180,69,16.1,6,High,76,7925,1012.9,0,8
11:23:04,32.5,0,663,0,12.94117647,91,12.7,10.73279261,0,2.141879087,1,-0.31826321,-78.45957535,0,2,,,,Mostly cloudy,False,True,19,21.8,14.2,180,69,16.1,6,High,76,7925,1012.9,0,8
11:23:05,32.5,0,673,0,12.94117647,91,12.8,10.73279261,0,2.141879087,1,-0.31826321,-78.45957535,0,2,,,,Mostly cloudy,False,True,19,21.8,14.2,180,69,16.1,6,High,76,7925,1012.9,0,8
11:23:06,32.5,0,665,0,12.94117647,91,12.8,10.73279261,0,2.141879087,1,-0.31826321,-78.45957535,0,2,,,,Mostly cloudy,False,True,19,21.8,14.2,180,69,16.1,6,High,76,7925,1012.9,0,8
11:23:07,32.5,0,666,0,12.94117647,91,12.7,10.73279261,0,2.141879087,1,-0.31826321,-78.45957535,0,2,64,,,Mostly cloudy,False,True,19,21.8,14.2,180,69,16.1,6,High,76,7925,1012.9,0,8
11:23:08,32.5,0,670,0,12.94117647,91,12.7,10.73279261,0,2.141879087,1,-0.31826321,-78.45957535,0,2,64,,,Mostly cloudy,False,True,19,21.8,14.2,180,69,16.1,6,High,76,7925,1012.9,0,8
11:23:09,32.5,0,671,0,12.94117647,91,12.7,10.73279261,0,2.141879087,1,-0.31826321,-78.45957535,0,2,64,,,Mostly cloudy,False,True,19,21.8,14.2,180,69,16.1,6,High,76,7925,1012.9,0,8
11:23:10,32.5,0,665,0,12.94117647,91,12.7,10.73279261,0,2.141879087,1,-0.31826321,-78.45957535,0,2,64,,,Mostly cloudy,False,True,19,21.8,14.2,180,69,16.1,6,High,76,7925,1012.9,0,8
11:23:11,32.5,0,661,0,12.94117647,91,12.8,10.73279261,0,2.141879087,1,-0.31826321,-78.45957535,0,2,64,,,Mostly cloudy,False,True,19,21.8,14.2,180,69,16.1,6,High,76,7925,1012.9,0,8
11:23:12,32.5,0,677,0,12.94117647,91,12.7,10.73279261,0,2.141879087,1,-0.31826321,-78.45957535,0,2,64,,,Mostly cloudy,False,True,19,21.8,14.2,180,69,16.1,6,High,76,7925,1012.9,0,8
11:23:13,32.5,0,660,0,12.94117647,91,12.8,10.73279261,0,2.141879087,1,-0.31826321,-78.45957535,0,2,67,,,Mostly cloudy,False,True,19,21.8,14.2,180,69,16.1,6,High,76,7925,1012.9,0,8
11:23:14,32.5,0,662,0,12.94117647,91,12.7,10.73279261,0,2.141879087,1,-0.31826321,-78.45957535,0,2,67,,,Mostly cloudy,False,True,19,21.8,14.2,180,69,16.1,6,High,76,7925,1012.9,0,8
11:23:15,32.5,0,670,0,12.94117647,91,12.7,10.73279261,0,2.141879087,1,-0.31826321,-78.45957535,0,2,67,,,Mostly cloudy,False,True,19,21.8,14.2,180,69,16.1,6,High,76,7925,1012.9,0,8
11:23:16,32.5,0,671,0,12.94117647,91,12.7,10.73279261,0,2.141879087,1,-0.31826321,-78.45957535,0,2,67,,,Mostly cloudy,False,True,19,21.8,14.2,180,69,16.1,6,High,76,7925,1012.9,0,8
11:23:17,32.5,0,663,0,12.94117647,0,12.7,10.73279261,0,2.141879087,1,-0.31826321,-78.45957535,0,2,70,,,Mostly cloudy,False,True,19,21.8,14.2,180,69,16.1,6,High,76,7925,1012.9,0,8
11:23:18,32.5,0,674,0,12.94117647,91,12.8,10.73279261,0,2.141879087,1,-0.31826321,-78.45957535,0,2,70,,,Mostly cloudy,False,True,19,21.8,14.2,180,69,16.1,6,High,76,7925,1012.9,0,8
11:23:19,32.5,0,674,0,12.94117647,91,12.8,10.73279261,0,2.141879087,1,-0.31826321,-78.45957535,0,2,70,,,Mostly cloudy,False,True,19,21.8,14.2,180,69,16.1,6,High,76,7925,1012.9,0,8
11:23:20,32.5,0,657,0,12.94117647,91,12.7,10.73279261,0,2.141879087,1,-0.31826321,-78.45957535,0,2,70,,,Mostly cloudy,False,True,19,21.8,14.2,180,69,16.1,6,High,76,7925,1012.9,0,8
11:23:21,32.5,0,671,0,12.94117647,91,12.7,10.73279261,0,2.141879087,1,-0.31826321,-78.45957535,0,2,70,,,Mostly cloudy,False,True,19,21.8,14.2,180,69,16.1,6,High,76,7925,1012.9,0,8
